date,market,commodity,unit,price,currency,admin1,admin2,latitude,longitude,category,pricetype,priceflag
#date,#loc+market+name,#item+name,#item+unit,#value,#currency+code,#adm1+name,#adm2+name,#geo+lat,#geo+lon,#item+type,#item+price+type,#item+price+flag
2006-08-15,Bolga,Maize,100 KG,15.5,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2006-08-15,Bolga,Millet,93 KG,24,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2006-08-15,Bolga,Sorghum,109 KG,18,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2006-08-15,Wa,Maize,100 KG,15.15,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2006-08-15,Wa,Yam,250 KG,71,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2006-09-15,Kumasi,Cassava,91 KG,8.38,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2006-09-15,Kumasi,Maize,100 KG,14.82,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2006-09-15,Kumasi,Millet,93 KG,38.75,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2006-09-15,Kumasi,Rice (local),50 KG,36.5,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2006-09-15,Techiman,Cassava,91 KG,15,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2006-09-15,Techiman,Millet,93 KG,26,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2006-09-15,Techiman,Rice (local),50 KG,24,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2006-09-15,Techiman,Sorghum,109 KG,28.5,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2006-09-15,Techiman,Yam,250 KG,51.25,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2006-09-15,Accra,Cassava,91 KG,11.83,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2006-09-15,Accra,Maize,100 KG,18.65,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2006-09-15,Accra,Rice (local),50 KG,30.2,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2006-09-15,Accra,Sorghum,109 KG,36.3,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2006-09-15,Accra,Yam,250 KG,51.23,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2006-09-15,Tamale,Cassava,91 KG,14.25,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2006-09-15,Tamale,Rice (local),50 KG,20,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2006-09-15,Tamale,Yam,250 KG,52.5,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2006-09-15,Bolga,Maize,100 KG,16.88,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2006-09-15,Bolga,Rice (local),50 KG,34.75,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2006-09-15,Wa,Maize,100 KG,14.73,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2006-09-15,Wa,Millet,93 KG,28.6,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2006-09-15,Wa,Sorghum,109 KG,25.81,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2006-09-15,Wa,Yam,250 KG,31,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2006-10-15,Kumasi,Cassava,91 KG,8.28,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2006-10-15,Kumasi,Maize,100 KG,12.5,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2006-10-15,Kumasi,Rice (local),50 KG,37.5,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2006-10-15,Kumasi,Sorghum,109 KG,39.33,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2006-10-15,Kumasi,Yam,250 KG,53.5,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2006-10-15,Techiman,Cassava,91 KG,13.75,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2006-10-15,Techiman,Maize,100 KG,11.55,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2006-10-15,Techiman,Millet,93 KG,26,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2006-10-15,Techiman,Yam,250 KG,55,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2006-10-15,Accra,Maize,100 KG,17.75,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2006-10-15,Accra,Millet,93 KG,39.4,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2006-10-15,Accra,Rice (local),50 KG,27.13,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2006-10-15,Accra,Sorghum,109 KG,37.68,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2006-10-15,Tamale,Cassava,91 KG,14,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2006-10-15,Tamale,Maize,100 KG,12.15,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2006-10-15,Tamale,Yam,250 KG,52.5,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2006-10-15,Wa,Maize,100 KG,14.75,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2006-10-15,Wa,Sorghum,109 KG,25.38,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2006-10-15,Wa,Yam,250 KG,37,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2006-11-15,Kumasi,Maize,100 KG,16.74,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2006-11-15,Kumasi,Millet,93 KG,38.13,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2006-11-15,Kumasi,Rice (local),50 KG,38.25,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2006-11-15,Kumasi,Sorghum,109 KG,39.25,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2006-11-15,Kumasi,Yam,250 KG,62.25,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2006-11-15,Techiman,Maize,100 KG,11.6,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2006-11-15,Techiman,Millet,93 KG,26,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2006-11-15,Techiman,Rice (local),50 KG,24,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2006-11-15,Techiman,Yam,250 KG,60.75,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2006-11-15,Accra,Cassava,91 KG,11.13,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2006-11-15,Accra,Maize,100 KG,21.08,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2006-11-15,Accra,Millet,93 KG,41.45,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2006-11-15,Accra,Rice (imported),50 KG,34.78,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2006-11-15,Accra,Rice (local),50 KG,27.54,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2006-11-15,Tamale,Millet,93 KG,35.5,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2006-11-15,Tamale,Rice (local),50 KG,18.5,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2006-11-15,Tamale,Sorghum,109 KG,19.5,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2006-11-15,Bolga,Maize,100 KG,15.13,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2006-11-15,Bolga,Millet,93 KG,24,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2006-11-15,Bolga,Rice (imported),50 KG,38.5,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2006-11-15,Bolga,Rice (local),50 KG,32.43,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2006-11-15,Bolga,Sorghum,109 KG,17,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2006-11-15,Bolga,Yam,250 KG,29.75,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2006-11-15,Wa,Millet,93 KG,24.61,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2006-11-15,Wa,Rice (imported),50 KG,26,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2006-11-15,Wa,Sorghum,109 KG,25.3,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2006-12-15,Kumasi,Maize,100 KG,19.6,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2006-12-15,Kumasi,Millet,93 KG,41,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2006-12-15,Kumasi,Rice (local),50 KG,37.5,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2006-12-15,Kumasi,Yam,250 KG,55.5,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2006-12-15,Techiman,Cassava,91 KG,15,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2006-12-15,Techiman,Millet,93 KG,26,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2006-12-15,Techiman,Rice (local),50 KG,24,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2006-12-15,Accra,Cassava,91 KG,10.2,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2006-12-15,Accra,Maize,100 KG,22,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2006-12-15,Accra,Millet,93 KG,41.8,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2006-12-15,Accra,Rice (imported),50 KG,34.9,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2006-12-15,Accra,Rice (local),50 KG,27.65,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2006-12-15,Accra,Sorghum,109 KG,39.8,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2006-12-15,Accra,Yam,250 KG,57.5,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2006-12-15,Tamale,Cassava,91 KG,14,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2006-12-15,Tamale,Millet,93 KG,21,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2006-12-15,Tamale,Rice (local),50 KG,20,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2006-12-15,Tamale,Sorghum,109 KG,15,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2006-12-15,Bolga,Maize,100 KG,17,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2006-12-15,Bolga,Rice (imported),50 KG,35,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2006-12-15,Bolga,Rice (local),50 KG,36,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2006-12-15,Wa,Maize,100 KG,16.1,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2006-12-15,Wa,Millet,93 KG,23.25,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2006-12-15,Wa,Rice (imported),50 KG,26,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2006-12-15,Wa,Sorghum,109 KG,19.5,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2007-01-15,Kumasi,Cassava,91 KG,7.67,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2007-01-15,Kumasi,Maize,100 KG,21.17,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2007-01-15,Kumasi,Millet,93 KG,42.33,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2007-01-15,Kumasi,Rice (imported),50 KG,35.67,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2007-01-15,Kumasi,Rice (local),50 KG,38.1,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2007-01-15,Techiman,Maize,100 KG,17.72,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2007-01-15,Techiman,Millet,93 KG,26.33,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2007-01-15,Techiman,Rice (imported),50 KG,38,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2007-01-15,Techiman,Rice (local),50 KG,22.3,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2007-01-15,Techiman,Sorghum,109 KG,29.67,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2007-01-15,Techiman,Yam,250 KG,65,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2007-01-15,Accra,Millet,93 KG,41.8,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2007-01-15,Accra,Rice (local),50 KG,28.1,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2007-01-15,Accra,Sorghum,109 KG,39.13,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2007-01-15,Tamale,Maize,100 KG,16,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2007-01-15,Tamale,Rice (local),50 KG,20,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2007-01-15,Tamale,Sorghum,109 KG,15,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2007-01-15,Tamale,Yam,250 KG,60,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2007-01-15,Bolga,Maize,100 KG,17.33,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2007-01-15,Bolga,Millet,93 KG,20.33,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2007-01-15,Bolga,Rice (imported),50 KG,40,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2007-01-15,Bolga,Sorghum,109 KG,20,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2007-01-15,Bolga,Yam,250 KG,50,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2007-01-15,Wa,Maize,100 KG,16.1,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2007-01-15,Wa,Rice (local),50 KG,30.4,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2007-01-15,Wa,Sorghum,109 KG,20.13,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2007-01-15,Wa,Yam,250 KG,59.67,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2007-02-15,Kumasi,Cassava,91 KG,7,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2007-02-15,Kumasi,Maize,100 KG,22.53,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2007-02-15,Kumasi,Millet,93 KG,34.25,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2007-02-15,Kumasi,Rice (imported),50 KG,35.75,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2007-02-15,Kumasi,Sorghum,109 KG,32.75,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2007-02-15,Kumasi,Yam,250 KG,68.25,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2007-02-15,Techiman,Maize,100 KG,16.95,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2007-02-15,Techiman,Rice (local),50 KG,21.5,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2007-02-15,Techiman,Sorghum,109 KG,24,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2007-02-15,Techiman,Yam,250 KG,70,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2007-02-15,Accra,Cassava,91 KG,13.8,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2007-02-15,Accra,Maize,100 KG,27.9,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2007-02-15,Accra,Sorghum,109 KG,37.88,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2007-02-15,Accra,Yam,250 KG,76.18,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2007-02-15,Tamale,Cassava,91 KG,14,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2007-02-15,Tamale,Rice (local),50 KG,20,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2007-02-15,Tamale,Sorghum,109 KG,16,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2007-02-15,Bolga,Maize,100 KG,19.25,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2007-02-15,Bolga,Rice (imported),50 KG,34,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2007-02-15,Bolga,Rice (local),50 KG,37.8,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2007-02-15,Bolga,Sorghum,109 KG,20,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2007-02-15,Bolga,Yam,250 KG,50,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2007-02-15,Wa,Maize,100 KG,17.43,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2007-02-15,Wa,Rice (local),50 KG,29.9,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2007-02-15,Wa,Yam,250 KG,49,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2007-03-15,Kumasi,Cassava,91 KG,6.25,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2007-03-15,Kumasi,Maize,100 KG,23.4,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2007-03-15,Kumasi,Sorghum,109 KG,29.5,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2007-03-15,Kumasi,Yam,250 KG,87.5,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2007-03-15,Techiman,Cassava,91 KG,11.5,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2007-03-15,Techiman,Rice (imported),50 KG,37.75,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2007-03-15,Techiman,Sorghum,109 KG,21.5,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2007-03-15,Accra,Cassava,91 KG,14.25,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2007-03-15,Accra,Maize,100 KG,28.9,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2007-03-15,Accra,Millet,93 KG,44.1,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2007-03-15,Accra,Sorghum,109 KG,39.5,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2007-03-15,Accra,Yam,250 KG,88.35,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2007-03-15,Tamale,Maize,100 KG,17,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2007-03-15,Tamale,Millet,93 KG,22,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2007-03-15,Tamale,Sorghum,109 KG,16,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2007-03-15,Tamale,Yam,250 KG,77.5,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2007-03-15,Bolga,Maize,100 KG,20.5,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2007-03-15,Bolga,Millet,93 KG,25,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2007-03-15,Bolga,Rice (imported),50 KG,34,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2007-03-15,Bolga,Sorghum,109 KG,21.5,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2007-03-15,Wa,Maize,100 KG,17.9,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2007-03-15,Wa,Millet,93 KG,25,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2007-03-15,Wa,Rice (imported),50 KG,26,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2007-04-15,Kumasi,Maize,100 KG,27.68,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2007-04-15,Kumasi,Millet,93 KG,34.25,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2007-04-15,Kumasi,Rice (imported),50 KG,35.88,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2007-04-15,Kumasi,Sorghum,109 KG,32,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2007-04-15,Kumasi,Yam,250 KG,88.5,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2007-04-15,Techiman,Cassava,91 KG,13,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2007-04-15,Techiman,Maize,100 KG,20.98,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2007-04-15,Techiman,Rice (imported),50 KG,38.63,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2007-04-15,Techiman,Rice (local),50 KG,46,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
